Sample#,Failure_time
1,506.666
2,482.931
3,311.769
4,467.438
5,306.338
6,367.168
7,486.482
8,528.119
9,499.703
10,384.815
11,110.427
12,521.808
13,437.499
14,211.258
15,394.941
16,375.778
17,354.213
18,405.477
19,402.465
20,290.135
21,461.289
22,250.619
23,411.125
24,572.85
25,304.994
26,401.972
27,446.021
28,362.979
29,443.474
30,290.001
31,502.065
32,130.815
33,198.779
34,328.434
35,346.275
36,374.553
37,457.041
38,181.389
39,275.542
40,264.348
41,408.887
42,307.124
43,209.285
44,263.137
45,252.962
46,284.014
47,596.594
48,279.043
49,380.581
50,587.364
51,182.616
52,183.304
53,331.523
54,500.757
55,156.984
56,279.149
57,477.356
58,362.782
59,273.671
60,405.037
61,415.263
62,511.238
63,513.547
64,420.045
65,301.129
66,359.83
67,473.225
68,288.506
69,450.105
70,431.009
71,372.867
72,442.516
73,466.241
74,330.119
75,498.671
76,382.653
77,605.205
78,430.106
79,168.258
80,176.876
81,371.843
82,476.423
83,438.997
84,429.627
85,442.928
86,588.955
87,378.028
88,371.583
89,257.091
90,675.236
91,92.485
92,438.648
93,571.955
94,154.696
95,319.255
96,270.162
97,286.885
98,492.977
99,309.561
100,250.059
101,374.654
102,253.345
103,281.887
104,318.026
105,164.816
106,336.623
107,553.89
108,343.554
109,424.621
110,521.074
111,326.759
112,459.856
113,253.668
114,213.255
115,321.998
116,461.34
117,386.425
118,180.973
119,434.649
120,334.601
121,220.635
122,382.704
123,430.221
124,333.365
125,301.946
126,88.43
127,433.836
128,573.875
129,411.049
130,353.983
131,699.257
132,440.206
133,164.58
134,316.069
135,118.329
136,243.106
137,546.792
138,303.111
139,522.273
140,148.036
141,226.832
142,543.52
143,144.991
144,290.568
145,354.29
146,419.728
147,379.78
148,327.566
149,229.034
150,102.645
151,467.954
152,397.743
153,434.858
154,393.217
155,379.58
156,461.753
157,287.177
158,385.206
159,383.267
160,270.374
161,285.001
162,354.935
163,408.826
164,295.583
165,735.783
166,438.264
167,327.788
168,497.177
169,239.029
170,371.217
171,409.954
172,481.349
173,282.367
174,480.942
175,457.1
176,514.618
177,119.46
178,319.548
179,400.278
180,280.199
181,434.654
182,479.862
183,178.284
184,436.949
185,260.384
186,264.449
187,200.774
188,140.601
189,714.581
190,227.868
191,602.294
192,409.572
193,232.887
194,597.536
195,275.916
196,366.448
197,517.893
198,316.837
199,389.364
200,309.623
201,202.353
202,405.066
203,158.97
204,266.501
205,693.048
206,437.559
207,242.374
208,334.368
209,391.817
210,352.052
211,342.218
212,330.36
213,345.532
214,569.256
215,552.982
216,422.616
217,290.857
218,158.719
219,309.98
220,236.373
221,347.97
222,509.432
223,406.935
224,424.218
225,504.807
226,384.4
227,594.588
228,256.254
229,491.806
230,160.893
231,433.769
232,386.89
233,215.572
234,153.626
235,387.195
236,490.919
237,352.223
238,113.821
239,192.899
240,513.858
241,393.716
242,335.517
243,487.322
244,196.586
245,474.775
246,660.865
247,494.331
248,274.481
249,297.255
250,295.654
251,387.807
252,270.148
253,429.128
254,375.659
255,376.919
256,311.917
257,537.296
258,383.898
259,285.372
260,410.09
261,126.766
262,544.354
263,152.18
264,434.402
265,380.656
266,515.017
267,339.229
268,357.047
269,451.482
270,177.224
271,108.476
272,349.19
273,488.906
274,381.135
275,179.907
276,202.136
277,437.009
278,439.712
279,334.351
280,370.014
281,130.031
282,47.692
283,257.251
284,566.038
285,310.679
286,340.514
287,105.261
288,335.84
289,384.747
290,162.665
291,268.656
292,475.419
293,186.594
294,558.494
295,252.413
296,362.637
297,262.629
298,438.017
299,438.284
300,178.013
301,340.488
302,394.973
303,474.714
304,468.345
305,363.749
306,309.704
307,480.964
308,443.456
309,277.755
310,590.292
311,99.93
312,326.868
313,230.052
314,232.462
315,299.162
316,359.535
317,227.947
318,273.088
319,308.829
320,515.409
321,568.504
322,349.057
323,369.543
324,303.388
325,154.988
326,542.35
327,264.963
328,128.382
329,389.39
330,595.173
331,501.007
332,363.038
333,248.434
334,602.976
335,358.883
336,208.042
337,259.205
338,330.324
339,380.217
340,506.028
341,364.025
342,633.126
343,281.395
344,229.131
345,599.234
346,331.654
347,276.83
348,249.403
349,562.669
350,301.386
351,217.969
352,502.785
353,416.74
354,522.317
355,164.181
356,354.057
357,444.475
358,333.379
359,575.695
360,472.301
361,275.294
362,144.37
363,669.552
364,302.52
365,528.201
366,403.926
367,381.311
368,480.424
369,316.95
370,305.304
371,334.876
372,144.629
373,403.152
374,426.836
375,343.865
376,266.514
377,412.146
378,579.298
379,353.924
380,202.078
381,419.945
382,269.59
383,507.477
384,731.712
385,180.559
386,318.026
387,292.844
388,567.677
389,340.104
390,180.752
391,276.484
392,231.723
393,375.707
394,363.675
395,503.585
396,262.345
397,704.596
398,491.173
399,226.752
400,168.036
401,388.225
402,406.241
403,448.96
404,158.054
405,504.344
406,440.734
407,310.42
408,524.853
409,424.397
410,331.467
411,421.11
412,245.422
413,480.384
414,538.391
415,353.486
416,460.385
417,326.877
418,322.784
419,211.913
420,429.895
421,280.429
422,215.734
423,475.856
424,234.241
425,440.994
426,526.065
427,382.144
428,136.296
429,234.585
430,316.123
431,380.238
432,262.943
433,308.898
434,431.834
435,438.373
436,136.96
437,311.06
438,272.207
439,180.032
440,588.132
441,244.909
442,397.468
443,122.614
444,251.512
445,551.968
446,177.721
447,187.813
448,297.714
449,242.439
450,209.996
451,435.727
452,244.373
453,149.723
454,433.482
455,373.853
456,510.474
457,306.105
458,532.647
459,682.238
460,242.122
461,401.401
462,254.491
463,486.752
464,301.709
465,426.619
466,410.616
467,470.876
468,248.048
469,180.958
470,297.808
471,275.744
472,81.366
473,448.029
474,447.082
475,226.117
476,464.987
477,643.924
478,353.526
479,397.072
480,232.466
481,178.303
482,250.816
483,405.471
484,435.664
