Sample#,Failure_time
1,211.62
2,532.114
3,419.235
4,537.056
5,234.464
6,342.683
7,111.179
8,398.427
9,149.677
10,382.79
11,480.117
12,387.924
13,455.503
14,299.542
15,373.506
16,332.169
17,314.335
18,146.015
19,369.081
20,332.648
21,153.808
22,312.39
23,343.522
24,117.009
25,546.148
26,458.928
27,622.96
28,523.196
29,198.7
30,523.571
31,403.06
32,546.559
33,236.024
34,248.957
35,301.897
36,390.205
37,470.041
38,342.954
39,453.471
40,323.691
41,571.632
42,512.998
43,301.719
44,322.409
45,274.753
46,381.663
47,295.802
48,596.046
49,548.11
50,52.547
51,359.463
52,372.526
53,545.397
54,372.696
55,269.548
56,575.837
57,404.651
58,365.663
59,279.58
60,418.569
61,238.732
62,84.724
63,271.311
64,537.793
65,340.172
66,417.432
67,299.887
68,401.367
69,253.323
70,329.256
71,421.963
72,284.159
73,462.975
74,388.034
75,349.064
76,305.506
77,501.157
78,356.043
79,315.437
80,479.0
81,603.764
82,214.371
83,185.581
84,618.517
85,541.102
86,504.38
87,410.024
88,310.645
89,251.208
90,177.88
91,380.177
92,484.27
93,208.189
94,333.49
95,156.544
96,291.975
97,494.541
98,461.18
99,261.337
100,248.316
101,277.0
102,282.966
103,307.166
104,147.173
105,562.11
106,76.111
107,380.847
108,290.314
109,116.968
110,577.065
111,208.999
112,443.163
113,336.782
114,634.615
115,368.006
116,234.017
117,307.076
118,153.556
119,246.508
120,303.996
121,471.517
122,230.699
123,279.056
124,488.183
125,416.828
126,184.996
127,441.684
128,537.224
129,78.614
130,145.757
131,226.724
132,506.102
133,536.461
134,426.835
135,227.253
136,256.403
137,378.504
138,388.004
139,546.253
140,448.517
141,303.937
142,404.298
143,346.505
144,348.59
145,493.188
146,490.701
147,239.171
148,128.636
149,249.605
150,505.807
151,201.863
152,523.176
153,349.756
154,262.446
155,237.561
156,485.626
157,116.378
158,497.48
159,462.748
160,155.617
161,218.474
162,473.36
163,262.475
164,183.672
165,436.972
166,441.905
167,384.314
168,275.714
169,441.22
170,361.425
171,611.723
172,502.868
173,521.467
174,182.643
175,384.162
176,552.04
177,371.291
178,240.166
179,531.578
180,239.407
181,545.925
182,422.877
183,303.794
184,309.592
185,75.295
186,427.899
187,453.937
188,655.709
189,415.855
190,439.369
191,555.767
192,319.522
193,422.305
194,559.442
195,495.587
196,413.294
197,100.404
198,390.684
199,656.09
200,324.627
201,252.595
202,234.577
203,240.368
204,223.762
205,348.426
206,462.646
207,460.619
208,288.039
209,327.193
210,445.25
211,553.071
212,350.873
213,420.501
214,233.337
215,188.926
216,184.178
217,409.217
218,409.056
219,220.49
220,410.646
221,226.699
222,299.034
223,420.011
224,600.39
225,375.059
226,255.252
227,374.748
228,343.344
229,391.928
230,252.753
231,475.786
232,236.353
233,492.25
234,565.021
235,455.102
236,459.815
237,335.416
238,202.293
239,35.043
240,267.518
241,199.935
242,265.227
243,402.465
244,351.311
245,153.166
246,155.49
247,231.126
248,436.852
249,126.264
250,439.215
251,290.646
252,204.243
253,465.558
254,507.603
255,375.587
256,438.037
257,335.089
258,526.266
259,355.424
260,390.497
261,184.916
262,320.94
263,422.552
264,301.733
265,309.477
266,229.549
267,369.638
268,206.981
269,442.555
270,218.859
271,403.338
272,422.358
273,300.233
274,575.244
275,425.025
276,102.086
277,421.103
278,497.063
279,300.214
280,419.104
281,249.637
282,299.569
283,203.428
284,680.898
285,154.364
286,420.156
287,441.604
288,288.049
289,424.656
290,287.076
291,246.541
292,180.69
293,279.178
294,211.793
295,418.4
296,512.366
297,513.405
298,300.616
299,573.937
300,363.034
301,228.036
302,368.619
303,274.148
304,649.877
305,277.921
306,279.768
307,373.539
308,355.038
309,307.734
310,271.403
311,266.677
312,128.443
313,181.285
314,508.472
315,455.263
316,177.522
317,400.181
318,236.043
319,363.022
320,472.144
321,443.744
322,279.676
323,419.918
324,415.453
325,243.314
326,303.285
327,363.868
328,275.395
329,403.845
330,811.675
331,343.134
332,405.617
333,418.073
334,731.146
335,280.975
336,229.122
337,277.639
338,505.077
339,452.781
340,162.322
341,626.282
342,287.794
343,271.229
344,449.199
345,435.903
346,253.477
347,240.135
348,452.943
349,454.414
350,376.759
351,549.517
352,236.171
353,410.452
354,321.519
355,406.647
356,252.499
357,304.807
358,273.901
359,384.559
360,259.949
361,132.364
362,402.357
363,571.398
364,396.755
365,443.89
366,442.173
367,685.124
368,211.985
369,241.798
370,371.017
371,382.395
372,438.451
373,510.185
374,347.802
375,360.067
376,396.678
377,585.956
378,261.771
379,514.158
380,331.712
381,578.216
382,514.694
383,318.156
384,208.176
385,477.396
386,401.748
387,232.43
388,201.799
389,435.136
390,309.533
391,394.601
392,241.623
393,463.572
394,199.22
395,82.028
396,315.05
397,254.76
398,542.738
399,509.998
400,332.377
401,422.676
402,348.566
403,94.996
404,513.556
405,425.416
406,298.098
407,428.807
408,436.101
409,319.106
410,613.58
411,270.049
412,312.944
413,360.966
414,201.735
415,280.618
416,414.996
417,416.78
418,327.567
419,346.95
420,448.979
421,333.061
422,370.173
423,242.422
424,314.451
425,447.937
426,300.219
427,377.327
428,362.618
429,345.863
430,139.726
431,86.089
432,498.705
433,294.993
434,249.027
435,203.271
436,353.799
437,326.155
438,133.726
439,134.866
440,240.477
441,492.251
442,531.291
443,275.373
444,453.187
445,333.276
446,397.582
447,515.437
448,157.488
449,653.088
450,553.106
451,544.783
452,264.888
453,533.61
454,485.744
455,539.913
456,185.263
457,667.443
458,174.063
459,720.052
460,169.922
461,361.97
462,301.359
463,543.008
464,419.703
465,360.577
466,412.163
467,237.043
468,440.158
469,210.722
470,369.026
471,626.805
472,481.997
473,290.194
474,252.921
475,383.687
476,318.397
477,216.916
478,244.374
479,326.408
480,268.991
481,357.976
482,408.456
483,614.856
484,240.044
485,186.466
486,297.104
487,358.058
488,399.102
489,359.117
490,438.874
491,368.482
492,192.276
493,393.93
494,316.667
495,339.902
496,346.463
497,358.139
498,479.936
499,539.597
500,415.455
501,306.414
502,238.523
503,297.714
504,396.181
505,75.02
506,517.651
507,364.682
508,480.937
509,219.714
510,276.604
511,540.807
512,625.443
513,422.657
514,307.447
515,747.035
516,278.678
517,127.058
518,194.664
519,513.088
520,78.588
521,266.64
522,410.763
523,279.356
524,730.335
525,230.795
526,125.448
527,82.884
528,407.672
529,462.061
530,425.732
531,406.758
532,548.373
533,109.754
534,351.1
535,445.872
536,236.892
537,192.715
538,582.093
539,403.237
540,267.478
541,351.134
542,542.051
543,393.745
544,677.213
545,325.168
546,395.063
547,422.73
548,290.171
549,343.694
550,611.666
551,187.566
552,239.047
553,350.869
554,571.573
555,365.227
556,125.787
557,278.775
558,389.219
559,441.477
560,366.315
561,263.97
562,426.786
563,382.656
564,344.795
565,320.256
566,489.914
567,504.968
568,598.842
569,443.629
570,203.009
571,529.922
572,427.47
573,557.12
574,451.055
575,95.475
576,271.172
577,225.213
578,581.446
579,228.997
580,365.908
581,316.294
582,341.635
583,322.699
584,439.743
585,143.257
586,403.376
587,367.219
588,455.453
589,391.579
590,409.481
591,367.332
592,319.145
593,408.43
594,212.093
595,382.277
596,444.606
597,388.068
598,487.939
599,280.682
600,313.753
601,349.038
602,373.5
603,223.622
604,208.014
605,288.83
606,162.262
607,229.014
608,499.989
609,482.386
610,171.509
611,442.862
612,109.752
613,571.048
614,218.351
615,386.194
616,400.87
617,282.672
618,760.685
619,720.394
620,252.945
621,372.583
622,486.569
623,330.723
624,192.354
625,262.699
626,333.229
627,285.776
628,500.679
629,550.786
630,447.072
631,353.37
632,275.444
633,370.34
634,278.799
635,381.543
636,295.661
637,297.022
638,380.375
639,392.55
640,279.446
641,474.109
642,126.309
643,168.993
644,628.268
645,386.044
646,405.205
647,238.067
648,282.327
649,421.878
650,268.599
651,338.984
652,482.832
653,325.619
654,299.777
655,199.095
656,351.815
657,337.732
658,247.384
659,391.503
660,564.916
661,229.248
662,262.362
663,545.208
664,264.06
665,299.697
666,263.156
667,428.765
668,266.369
669,280.917
670,559.68
671,318.097
672,366.707
673,300.796
674,52.234
675,67.631
676,136.12
677,659.929
678,307.375
679,210.98
680,584.361
681,339.72
682,306.986
683,464.319
684,155.902
685,415.467
686,457.829
687,499.59
688,483.876
689,316.088
690,281.245
691,435.227
692,242.707
693,419.855
694,653.717
695,163.873
696,532.996
697,431.141
698,431.683
699,594.834
700,528.88
701,154.746
702,441.834
703,524.222
704,249.885
705,231.04
706,285.005
707,314.744
708,379.698
709,500.233
710,286.03
711,451.42
712,305.966
713,390.662
714,212.054
715,494.979
716,491.336
717,418.944
718,175.61
719,87.996
720,434.856
721,254.468
722,255.986
723,239.078
724,590.967
725,384.707
726,331.061
727,189.377
728,355.119
729,308.21
730,419.42
731,356.904
732,384.494
733,481.501
734,237.398
735,393.145
736,72.743
737,425.355
738,136.881
739,347.159
740,331.768
741,296.971
742,356.769
743,563.799
744,70.222
745,157.845
746,458.933
747,391.633
748,427.833
749,150.636
750,464.63
751,236.913
752,148.399
753,206.509
754,587.579
755,277.329
756,408.843
757,407.48
758,241.067
759,248.843
760,441.342
761,424.106
762,296.88
763,334.067
764,384.643
765,620.991
766,436.758
767,220.776
768,529.779
769,427.007
770,302.139
771,308.437
772,326.938
773,296.383
774,274.726
775,330.465
776,258.249
777,527.351
778,410.682
779,476.32
780,275.298
781,487.37
782,488.569
783,246.615
784,508.577
785,325.596
786,413.028
787,214.425
788,235.948
789,357.62
790,345.534
791,302.921
792,311.159
793,193.538
794,342.423
795,145.482
796,289.266
797,186.981
798,672.762
799,645.758
800,406.33
801,614.975
802,206.785
803,220.004
804,186.75
805,218.946
806,597.474
807,212.626
808,249.188
809,161.454
810,328.307
811,244.852
812,485.35
813,406.357
814,238.237
815,236.7
816,395.156
817,285.927
818,363.376
819,409.535
820,296.988
821,588.263
822,315.942
823,398.158
824,601.207
825,441.193
826,373.148
827,327.334
828,578.278
829,416.518
830,562.794
831,383.53
832,295.989
833,284.031
834,465.971
835,189.913
836,265.358
837,361.598
838,297.979
839,415.131
840,367.558
841,65.47
842,450.593
843,395.512
844,226.829
845,507.579
846,314.147
847,413.274
848,379.069
849,580.598
850,339.499
851,200.513
852,367.013
853,438.29
854,450.509
855,342.139
856,436.384
857,378.902
858,201.666
859,533.089
860,326.874
861,542.663
862,404.793
863,121.363
864,257.114
865,271.525
866,536.56
867,341.652
868,167.902
869,310.644
870,229.789
871,532.383
872,544.465
873,301.229
874,325.235
875,412.325
876,211.44
877,471.658
878,486.882
879,521.219
880,235.127
881,249.912
882,471.749
883,394.416
884,521.34
885,656.245
886,370.443
887,307.205
888,309.15
889,254.945
890,211.617
891,549.338
892,241.97
893,454.155
894,452.556
895,326.078
896,140.421
897,453.222
898,369.93
899,513.795
900,253.808
901,275.511
902,286.599
903,246.647
904,524.214
905,277.25
906,648.382
907,404.342
908,463.954
909,435.636
910,438.129
911,272.35
912,213.11
913,405.58
914,380.038
915,431.856
916,590.968
917,146.387
918,499.493
919,504.933
920,403.227
921,334.582
922,476.649
923,598.829
924,472.707
925,462.614
926,315.426
927,338.804
928,210.013
929,413.704
930,369.949
931,394.446
932,258.567
933,307.855
934,402.683
935,167.685
936,180.071
937,531.117
938,161.069
939,233.103
940,208.119
941,315.965
942,261.686
943,523.053
944,375.551
945,333.104
946,337.725
947,621.312
948,467.995
949,594.313
950,335.97
951,144.538
952,322.244
953,284.884
954,221.383
955,242.59
956,514.294
957,621.381
958,191.46
959,414.96
960,412.639
961,253.604
962,233.766
963,525.566
964,264.147
965,457.385
966,585.764
967,388.958
968,583.695
969,354.225
970,306.226
971,397.836
972,307.042
973,532.909
974,552.496
975,211.383
976,383.73
977,499.58
978,414.89
979,466.376
980,400.798
981,129.955
982,497.027
983,423.342
984,272.557
985,469.798
986,572.302
987,73.704
988,258.226
989,414.155
990,418.449
991,500.172
992,181.977
993,280.036
994,429.651
995,393.789
996,213.537
997,320.298
998,313.666
999,540.222
1000,137.449
1001,436.377
1002,465.701
1003,454.443
1004,416.472
1005,336.572
1006,216.705
1007,279.982
1008,314.468
1009,137.065
1010,367.271
1011,589.891
1012,529.477
1013,245.01
1014,70.396
1015,353.97
1016,336.853
1017,325.151
1018,422.649
1019,297.719
1020,277.738
1021,344.442
1022,422.31
1023,265.894
1024,393.63
1025,436.375
1026,393.879
1027,479.323
1028,324.333
1029,390.956
1030,141.592
1031,177.902
1032,309.895
1033,682.855
1034,468.912
1035,79.725
1036,347.11
1037,317.404
1038,376.709
1039,83.081
1040,220.524
1041,393.592
1042,257.702
1043,323.002
1044,230.415
1045,376.638
1046,191.633
1047,302.973
1048,407.187
1049,394.706
1050,327.752
1051,332.494
1052,287.146
1053,383.089
1054,545.589
1055,316.316
1056,187.899
1057,340.277
1058,567.801
1059,613.417
1060,135.34
1061,526.355
1062,385.126
1063,279.07
1064,264.839
1065,426.114
1066,199.218
1067,360.255
1068,393.718
1069,381.203
1070,225.437
1071,640.204
1072,312.128
1073,311.83
1074,595.526
1075,251.602
1076,167.207
1077,446.329
1078,817.787
1079,221.802
1080,430.676
1081,444.912
1082,439.758
1083,407.092
1084,526.87
1085,346.213
1086,449.199
1087,300.481
1088,170.123
1089,483.549
1090,473.06
1091,211.799
1092,311.669
1093,298.264
1094,104.721
1095,333.918
1096,600.296
1097,115.447
1098,647.671
1099,396.609
1100,445.594
1101,355.284
1102,524.118
1103,463.5
1104,143.558
1105,364.391
1106,170.411
1107,240.059
1108,527.441
1109,417.958
1110,527.172
1111,369.592
1112,111.238
1113,363.077
1114,165.073
1115,579.351
1116,244.856
1117,586.238
1118,724.769
1119,253.229
1120,358.701
1121,662.982
1122,525.153
1123,508.441
1124,350.187
1125,241.482
1126,349.591
1127,500.599
1128,464.463
1129,359.157
1130,105.671
1131,336.051
1132,534.59
1133,427.501
1134,278.33
1135,406.657
1136,583.076
1137,286.698
1138,420.802
1139,225.167
1140,190.72
1141,374.216
1142,259.092
1143,320.544
1144,398.194
1145,316.253
1146,315.055
1147,511.661
1148,565.118
1149,336.664
1150,290.727
1151,222.081
1152,397.504
1153,326.607
1154,451.793
1155,394.945
1156,306.826
1157,540.838
1158,342.327
1159,473.77
1160,197.333
1161,227.63
1162,264.618
1163,277.885
1164,445.982
1165,574.19
1166,473.169
1167,452.145
1168,356.229
1169,491.03
1170,439.669
1171,327.852
1172,317.113
1173,387.752
1174,350.474
1175,361.546
1176,262.418
1177,682.323
1178,587.343
1179,306.765
1180,277.166
1181,226.246
1182,610.443
1183,403.215
1184,544.794
1185,102.849
1186,454.696
1187,271.221
1188,567.72
1189,390.941
1190,414.665
1191,384.705
1192,342.778
1193,342.581
1194,291.686
1195,217.399
1196,338.975
1197,177.65
1198,247.509
1199,456.068
1200,622.259
1201,347.99
1202,356.321
1203,345.58
1204,392.489
1205,305.772
1206,580.786
1207,434.669
1208,241.592
1209,304.581
1210,229.046
1211,612.735
1212,169.217
1213,367.274
1214,562.819
1215,267.059
1216,178.977
1217,474.129
1218,318.467
1219,145.474
1220,464.86
