Sample#,Failure_time
1,23.438
2,129.032
3,285.912
4,306.953
5,52.967
6,29.663
7,15.675
8,317.593
9,1.184
10,110.1
11,44.632
12,3.857
13,64.302
14,714.876
15,32.916
16,0.685
17,2446.212
18,627.469
19,127.798
20,9.386
21,29.631
22,219.364
23,733.121
24,139.152
25,11.204
26,1037.941
27,409.677
28,51.585
29,14.086
30,40.521
31,1.539
32,21.654
33,22.311
34,1.992
35,786.875
36,5254.882
37,1.682
38,61.051
39,2278.551
40,93.87
41,0.009
42,611.84
43,701.339
44,10.841
45,543.643
46,370.696
47,604.077
48,23.001
49,66.468
50,476.547
51,419.554
52,13.18
53,7.963
54,1645.524
55,165.958
56,2.748
57,50.474
58,316.171
59,3.161
60,1.487
61,68.436
62,373.11
63,129.903
64,2.668
65,47.574
66,6945.49
67,173.317
68,136.816
69,0.6
70,20.861
71,125.109
72,4.449
73,97.697
74,4.702
75,1102.225
76,1732.007
77,79.122
78,3.08
79,83.93
80,676.888
81,17.682
82,83.625
83,6.163
84,3103.955
85,499.676
86,15.305
87,561.067
88,3.96
89,4617.45
90,212.876
91,0.499
92,35.156
93,1.289
94,667.918
95,100.66
96,649.355
97,32.823
98,432.523
99,157.045
100,45.142
