Index,Sample#,Values
0,100,62.81376898043563
1,35,142.074411891483
2,98,147.88473921458043
3,17,148.3664888177139
4,76,219.83787819800696
5,44,284.5620370148842
6,83,295.6291004816191
7,15,314.4963301236911
8,16,356.2362008839045
9,88,373.0925507686268
10,70,378.34700390432323
11,68,380.77569362516635
12,54,392.62989957718554
13,62,412.1947941705976
14,25,430.32046769325706
15,80,431.3490016225622
16,78,434.6736045952267
17,48,454.18545038646965
18,93,460.51662157575316
19,64,474.4519799516121
20,27,485.60109989823906
21,61,518.6216527094932
22,56,523.4926244898286
23,96,568.2188714980447
24,65,594.9564740888904
25,55,619.1544895366062
26,47,622.0975990069265
27,60,687.6431214394707
28,58,704.4554737765519
29,31,725.696089772082
30,86,727.2637844210323
31,77,759.881173161742
32,95,772.1845444547012
33,79,784.7145085805347
34,49,820.4963715107691
35,81,825.2270636036999
36,91,826.311506668242
37,41,902.0368157514652
38,50,909.8184483954975
39,66,919.108294809617
40,10,946.4190184404395
41,82,1003.9557809049942
42,30,1004.7044204471705
43,5,1021.6116998543952
44,42,1046.8851167461676
45,7,1047.9376329677768
46,52,1049.8610419143629
47,33,1083.3026539088341
48,23,1093.5239754600561
49,59,1102.8197305940544
50,72,1107.3330066084297
51,29,1212.033786215185
52,87,1214.8514708479952
53,12,1226.2560921589602
54,4,1258.8883531396345
55,1,1266.9918965074
56,85,1304.1036965967135
57,13,1307.1474233481235
58,34,1307.9695808163613
59,51,1311.6963390206085
60,89,1323.9063572969628
61,97,1346.5712515168102
62,3,1382.039550205291
63,74,1386.640828796459
64,37,1402.7688965809812
65,38,1413.6259775224432
66,36,1415.2065777582088
67,26,1466.3184452236162
68,6,1480.3322617986694
69,57,1497.448778567701
70,63,1505.1613939584786
71,45,1530.4603967952999
72,92,1532.0365759548215
73,46,1539.9687788561648
74,40,1567.8366082793143
75,84,1594.969350112673
76,43,1608.329589047303
77,2,1654.955368282825
78,94,1658.042115325132
79,75,1722.1378371317928
80,32,1827.8859606527303
81,19,1840.462382692605
82,24,1848.1461837274117
83,11,1885.2475619992563
84,22,1910.6986686083455
85,67,1989.763462137295
86,99,2020.3518384157846
87,18,2034.8850596841917
88,69,2056.3572360744215
89,20,2198.7854002530044
90,8,2312.3342311299
91,14,2533.1327589961097
92,90,2562.1316603332625
93,39,2689.396414792626
94,28,2698.4175448902884
95,9,2921.4935128964066
96,71,3139.796935453566
97,73,3146.1165823061283
98,21,3186.7215261735196
99,53,3473.348187908671
