Sample#,Failure_time
1,1776.453
2,1440.897
3,415.617
4,147.513
5,667.765
6,436.123
7,1598.151
8,2748.498
9,692.962
10,1224.609
11,596.994
12,284.644
13,1225.978
14,345.767
15,564.98
16,1531.776
17,617.784
18,155.934
19,505.609
20,601.019
21,467.015
22,2764.389
23,484.242
24,476.301
25,1013.564
26,1386.801
27,4119.92
28,131.967
29,497.98
30,225.885
31,173.44
32,1111.581
33,3043.116
34,313.108
35,358.645
36,907.373
37,867.379
38,919.1
39,1206.473
40,354.237
41,283.967
42,226.196
43,799.745
44,912.97
45,852.497
46,558.211
47,2310.47
48,473.317
49,1933.292
50,2765.441
51,2551.397
52,821.977
53,1414.946
54,1415.438
55,1088.277
56,1018.456
57,503.037
58,190.783
59,1002.749
60,1505.838
61,367.257
62,1186.009
63,106.58
64,984.147
65,1008.626
66,902.875
67,239.094
68,635.793
69,848.456
70,1510.633
71,269.958
72,340.871
73,1626.944
74,2629.732
75,331.231
76,1474.996
77,1536.293
78,470.644
79,146.517
80,819.199
81,699.363
82,726.278
83,91.02
84,773.025
85,107.136
86,1703.117
87,511.15
88,878.311
89,1054.998
90,659.823
91,649.368
92,659.111
93,3282.398
94,869.208
95,390.552
96,2752.095
97,3854.253
98,1173.492
99,1012.561
100,810.585
101,537.457
102,38.611
103,3229.32
104,1089.094
105,713.97
106,1936.935
107,180.691
108,709.561
109,1385.652
110,759.371
111,687.352
112,990.882
113,294.024
114,142.326
115,107.907
116,1037.478
117,2533.261
118,474.812
119,697.967
120,925.961
121,405.57
122,611.056
123,190.536
124,1439.754
125,3348.902
126,909.463
127,390.74
128,1086.082
129,389.562
130,629.046
131,650.513
132,539.536
133,405.344
134,164.443
135,656.215
136,1472.718
137,352.779
138,539.499
139,955.21
140,617.345
141,157.239
142,853.222
143,2882.995
144,1889.462
145,156.419
146,89.011
147,1167.293
148,0.258
149,87.351
150,181.893
151,370.577
152,35.945
153,143.653
154,505.658
155,999.093
156,862.048
157,603.076
158,339.518
159,2375.659
160,253.313
161,1368.892
162,82.472
163,630.941
164,1039.219
165,5458.562
166,136.821
167,435.16
168,812.626
169,776.133
170,1850.181
171,1584.325
172,1660.383
173,500.283
174,463.699
175,1525.454
176,1428.269
177,259.662
178,462.373
179,1076.796
180,707.186
181,3097.863
182,1339.805
183,160.526
184,382.469
185,1188.432
186,1602.556
187,364.94
188,1948.58
189,655.906
190,191.876
191,400.803
192,1045.772
193,284.509
194,1598.247
195,224.721
196,603.86
197,4045.113
198,1006.282
199,1081.388
200,596.782
201,629.533
202,94.719
203,840.465
204,3447.941
205,717.343
206,643.018
207,2397.245
208,1260.372
209,67.663
210,784.398
211,377.144
212,3287.873
213,1396.78
214,179.353
215,415.048
216,1877.237
217,899.836
218,284.979
219,1002.514
220,1984.85
221,1986.603
222,2166.962
223,871.541
224,378.113
225,989.98
226,1168.988
227,2004.093
228,3751.187
229,2002.648
230,1631.519
231,1.014
232,369.14
233,161.525
234,658.728
235,1788.733
236,60.221
237,194.44
238,69.668
239,196.49
240,87.368
241,1372.98
242,2167.427
243,323.843
244,516.39
245,253.162
246,2262.738
247,1495.715
248,799.261
249,142.934
250,136.777
251,629.358
252,1183.171
253,93.846
254,97.146
255,884.019
256,650.073
257,188.185
258,159.28
259,1367.627
260,23.01
261,516.015
262,870.384
263,220.598
264,562.988
265,1186.694
266,2277.038
267,1224.587
268,283.342
269,1160.911
270,1172.815
271,1902.602
272,15.52
273,846.84
274,614.469
275,42.607
276,1082.642
277,871.255
278,202.959
279,132.895
280,539.501
281,60.001
282,1810.549
283,37.661
284,173.543
285,620.785
286,1744.401
287,973.071
288,913.474
289,67.148
290,137.604
291,596.938
292,1221.627
293,778.713
294,2593.995
295,173.779
296,538.506
297,43.898
298,448.803
299,1553.9
300,641.756
301,925.272
302,125.157
303,1649.289
304,1834.004
305,745.033
306,576.818
307,1917.206
308,47.973
309,921.612
310,2879.086
311,155.396
312,1110.567
313,811.945
314,217.207
315,693.984
316,132.005
317,5.156
318,392.233
319,1073.547
320,326.929
321,96.137
322,1055.138
323,1303.715
324,78.573
325,627.985
326,1649.555
327,1697.123
328,270.975
329,1528.838
330,1326.59
331,15.411
332,1235.571
333,257.776
334,437.816
335,127.278
336,29.249
337,743.139
338,280.963
339,1422.8
340,614.492
341,193.52
342,81.685
343,105.178
344,1060.158
345,136.971
346,318.593
347,220.999
348,734.213
349,110.566
350,1055.744
351,320.998
352,2122.723
353,419.368
354,1280.574
355,73.342
356,165.8
357,2679.414
358,196.532
359,191.629
360,61.394
361,824.467
362,266.531
363,647.901
364,203.049
365,367.1
366,93.002
367,64.883
368,450.651
369,133.655
370,823.011
371,4207.235
372,1578.36
373,1033.883
374,180.799
375,646.867
376,330.356
377,1606.524
378,857.81
379,213.667
380,115.1
381,358.957
382,219.329
383,557.457
384,1698.78
385,51.873
386,1408.804
387,229.85
388,2698.935
389,476.924
390,580.194
391,551.39
392,730.846
393,2274.64
394,347.712
395,547.032
396,2885.078
397,132.982
398,1708.113
399,1352.318
400,404.171
401,649.468
402,249.888
403,852.577
404,1912.067
405,977.848
406,59.186
407,2255.573
408,1865.544
409,8.886
410,2787.912
411,430.904
412,253.345
413,709.336
414,1704.211
415,926.701
416,1159.834
417,520.278
418,1866.62
419,91.19
420,1412.302
421,548.777
422,803.733
423,766.913
424,1234.662
425,1331.031
426,370.74
427,119.263
428,799.113
429,272.507
430,66.423
431,3026.694
432,1593.183
433,55.701
434,40.41
435,416.531
436,562.331
437,1719.126
438,118.572
439,1114.323
440,1394.8
441,162.515
442,173.906
443,1376.418
444,1416.112
445,52.176
446,211.79
447,22.728
448,727.351
449,800.26
450,289.84
451,194.512
452,1229.139
453,199.056
454,2924.836
455,2239.866
456,64.467
457,2230.011
458,1104.494
459,388.779
460,1289.998
461,818.851
462,93.312
463,7.119
464,959.469
465,1244.622
466,588.778
467,1495.114
468,938.926
469,248.825
470,808.716
471,727.876
472,947.583
473,346.894
474,545.847
475,1940.562
476,3153.488
477,72.574
478,1072.964
479,707.671
480,222.339
481,1389.06
482,8.465
483,303.024
484,633.02
485,456.921
486,85.534
487,919.93
488,3.923
489,287.852
490,148.292
491,217.242
492,511.22
493,440.897
494,117.824
495,29.307
496,834.162
497,247.35
498,623.95
499,621.488
500,2.809
501,1.201
502,87.363
503,944.419
504,2113.211
505,568.13
506,537.015
507,213.397
508,72.23
509,213.893
510,1082.445
511,1366.74
512,1234.027
513,122.163
514,449.866
515,47.043
516,123.597
517,2380.013
518,328.93
519,1616.747
520,272.591
521,679.612
522,897.28
523,292.294
524,1087.364
525,1796.71
526,964.059
527,452.07
528,588.938
529,470.211
530,1941.077
531,939.475
532,274.288
533,383.094
534,403.484
535,358.721
536,32.848
537,175.046
538,181.639
539,351.743
540,152.228
541,963.605
542,1259.781
543,356.978
544,362.866
545,2608.965
546,743.298
547,979.83
548,2252.948
549,217.172
550,3812.761
551,642.744
552,47.836
553,141.713
554,250.614
555,2219.326
556,622.118
557,1322.32
558,464.936
559,361.192
560,336.374
561,1052.706
562,279.844
563,155.493
564,794.158
565,1597.579
566,543.436
567,378.619
568,311.234
569,208.441
570,760.408
571,1031.9
572,414.127
573,1140.321
574,768.465
575,2946.685
576,351.892
577,1098.508
578,188.755
579,225.239
580,40.893
581,871.016
582,837.114
583,317.838
584,386.555
585,823.228
586,157.723
587,1472.255
588,122.117
589,1230.633
590,927.997
591,5672.271
592,241.383
593,28.379
594,652.798
595,581.615
596,993.024
597,458.724
598,967.865
599,414.562
600,1493.972
601,186.853
602,1392.921
603,44.97
604,383.073
605,2262.824
606,747.407
607,435.387
608,1336.193
609,412.045
610,1043.495
611,469.194
612,1478.648
613,235.738
614,1080.911
615,1180.127
616,294.193
617,3112.585
618,578.683
619,369.193
620,487.45
621,736.571
622,4290.666
623,2395.342
624,1471.446
625,315.336
626,207.812
627,126.173
628,2365.271
629,67.96
630,2556.297
631,92.114
632,1477.221
633,2131.859
634,1391.08
635,185.833
636,989.761
637,1431.013
638,188.371
639,1010.008
640,470.879
641,966.793
642,201.853
643,500.244
644,481.952
645,401.681
646,153.274
647,2858.638
648,2823.128
649,31.524
650,640.177
651,3696.157
652,453.63
653,562.484
654,104.51
655,51.572
656,993.957
657,323.51
658,1514.381
659,394.674
660,873.321
661,309.765
662,23.989
663,344.1
664,1230.047
665,1196.895
666,252.201
667,1327.48
668,1141.857
669,513.282
670,2344.126
